country,year,disease_name,disease_category,prevalence_rate,incidence_rate,mortality_rate,age_group,gender,population_affected,healthcare_access,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines_treatment,recovery_rate,improvement_in_5_years,per_capita_income_usd,education_index,urbanization_rate
China,2007,Leprosy,Respiratory,6.1,5.03,9.88,0-18,Other,490281,96.11,4.73,9.72,Medication,30628,Yes,90.64,1.56,46355,0.51,37.18
Italy,2022,Dengue,Cardiovascular,2.62,14.06,2.12,61+,Female,292382,59.77,4.32,6.0,Therapy,27629,No,78.7,4.45,68791,0.42,62.96
South Africa,2024,Zika,Viral,10.44,10.11,2.77,0-18,Other,344623,94.17,2.18,8.32,Surgery,48259,No,58.49,9.57,32333,0.56,68.71
China,2003,Parkinson's Disease,Cardiovascular,2.63,10.77,8.09,0-18,Other,350658,55.7,3.62,1.69,Vaccination,6715,Yes,51.65,3.93,17072,0.84,41.69
Italy,2000,Polio,Cardiovascular,11.52,7.05,6.65,36-60,Female,253343,62.26,2.5,9.93,Therapy,14519,No,57.21,6.51,4919,0.74,70.3
Russia,2009,Diabetes,Respiratory,15.37,5.61,3.81,36-60,Male,148732,96.43,3.89,2.78,Therapy,49130,Yes,86.31,8.45,56065,0.87,74.46
France,2006,Influenza,Metabolic,2.57,0.46,1.84,36-60,Male,2006,90.3,4.67,5.84,Surgery,41704,Yes,63.88,6.45,72350,0.66,70.45
South Korea,2024,Influenza,Bacterial,15.62,3.78,7.28,19-35,Other,451987,79.16,1.37,4.64,Medication,26061,Yes,55.34,1.69,47608,0.85,59.54
Indonesia,2014,Dengue,Parasitic,8.29,14.68,5.3,36-60,Female,436917,68.47,1.75,0.85,Medication,7032,No,78.52,5.76,85449,0.81,45.18
Mexico,2015,Measles,Neurological,10.61,7.2,4.75,0-18,Other,365482,91.34,0.7,6.05,Vaccination,12064,No,71.67,5.59,64697,0.57,62.2
Brazil,2007,Rabies,Cardiovascular,1.97,13.1,5.14,36-60,Male,585350,86.63,3.02,3.41,Therapy,32063,No,81.3,0.56,68322,0.73,70.59
South Korea,2013,Cholera,Autoimmune,1.82,13.02,8.12,19-35,Female,874536,80.38,0.54,8.55,Medication,23365,No,81.69,3.75,20317,0.43,66.83
Nigeria,2003,Ebola,Bacterial,6.07,3.74,6.27,61+,Female,822173,62.75,2.18,0.72,Medication,38917,No,79.81,1.76,40322,0.71,76.33
Saudi Arabia,2013,Hypertension,Bacterial,17.8,0.3,5.67,19-35,Other,387240,94.28,2.52,6.5,Surgery,21165,Yes,59.03,0.77,20079,0.45,21.14
Saudi Arabia,2017,Zika,Viral,18.5,2.83,4.95,61+,Female,446648,55.88,3.67,1.07,Vaccination,36694,No,97.06,4.73,93358,0.76,76.67
Indonesia,2018,Asthma,Viral,18.8,14.43,4.93,61+,Female,997993,52.71,3.42,0.87,Therapy,11159,Yes,59.88,6.99,10424,0.74,84.89
Saudi Arabia,2007,Measles,Parasitic,8.97,7.23,0.59,0-18,Other,240545,59.78,2.38,8.07,Vaccination,3029,No,97.38,2.4,34313,0.55,32.98
UK,2006,Tuberculosis,Neurological,10.83,8.21,7.99,19-35,Male,31272,62.71,1.42,8.51,Therapy,39826,No,50.91,2.51,24901,0.64,41.21
Russia,2002,Diabetes,Genetic,7.85,10.49,0.75,61+,Female,700882,90.35,0.93,2.75,Surgery,12884,Yes,89.8,8.07,83565,0.86,85.84
Brazil,2022,Diabetes,Autoimmune,8.11,13.37,7.43,19-35,Female,892968,60.41,2.24,1.15,Therapy,18520,Yes,82.23,1.89,79503,0.49,62.85
Italy,2020,Tuberculosis,Parasitic,7.96,11.25,7.55,36-60,Male,981038,89.85,3.73,9.67,Surgery,42834,No,88.53,4.52,16865,0.74,35.14
South Africa,2023,Asthma,Cardiovascular,9.11,12.74,9.17,36-60,Male,930364,70.19,1.37,4.73,Medication,15079,No,59.18,2.66,25362,0.51,40.7
Mexico,2013,Parkinson's Disease,Respiratory,8.51,0.23,1.08,61+,Male,936726,59.37,4.04,4.82,Vaccination,1022,No,88.62,5.22,3671,0.47,64.58
Japan,2024,Influenza,Genetic,18.22,3.97,6.64,19-35,Male,924309,68.26,4.24,8.6,Vaccination,32046,Yes,60.0,5.0,53036,0.68,86.14
China,2008,Hepatitis,Parasitic,15.36,10.1,6.83,36-60,Male,579966,79.6,4.8,2.07,Medication,10619,No,50.97,7.66,40407,0.77,31.1
Turkey,2016,Dengue,Parasitic,15.14,7.44,3.89,36-60,Female,927356,68.79,3.4,3.84,Medication,30721,Yes,86.86,9.8,89178,0.59,84.01
UK,2009,Ebola,Infectious,15.67,14.57,7.33,61+,Female,414593,78.49,3.87,8.86,Vaccination,33347,No,93.5,4.74,60913,0.75,59.43
USA,2024,Malaria,Genetic,17.23,14.26,1.65,19-35,Male,360222,79.16,4.62,6.25,Medication,21522,Yes,58.19,6.56,84540,0.77,44.46
France,2016,Zika,Neurological,7.54,4.35,9.19,0-18,Male,822015,56.09,1.54,3.71,Medication,31824,No,77.08,3.26,82842,0.89,49.26
France,2016,Alzheimer's Disease,Neurological,1.42,8.4,8.79,61+,Other,988769,50.22,4.88,8.24,Surgery,30781,No,61.31,6.83,97024,0.87,60.75
India,2000,Influenza,Parasitic,15.31,7.71,6.14,61+,Female,252917,59.97,1.83,2.46,Therapy,26513,Yes,87.29,8.43,92213,0.48,77.27
Germany,2016,Ebola,Chronic,12.07,7.93,8.99,61+,Female,52495,69.13,2.17,1.32,Medication,9769,Yes,90.4,5.63,90574,0.48,86.77
Canada,2020,Malaria,Parasitic,9.27,7.24,8.69,19-35,Female,679509,73.68,2.95,0.58,Surgery,16874,Yes,87.95,3.66,69900,0.78,86.21
Australia,2017,Dengue,Viral,4.6,6.71,4.45,19-35,Male,699843,67.53,2.11,4.52,Medication,35763,Yes,79.43,0.48,72592,0.61,33.65
Mexico,2022,Hepatitis,Infectious,14.91,8.52,2.49,61+,Other,826206,60.74,1.97,1.12,Vaccination,10303,Yes,62.9,0.81,42287,0.9,21.91
Germany,2012,Leprosy,Respiratory,15.63,13.77,4.03,0-18,Male,761410,99.1,1.46,4.05,Vaccination,23332,No,60.5,2.19,10470,0.43,61.7
India,2002,Hepatitis,Respiratory,4.03,10.26,9.86,36-60,Male,243782,65.16,3.27,1.76,Therapy,18779,Yes,75.54,6.26,84527,0.73,45.68
India,2019,Polio,Viral,17.69,5.37,2.17,61+,Female,909042,77.54,1.59,6.81,Medication,28173,No,79.37,2.39,27968,0.5,72.84
India,2020,Tuberculosis,Bacterial,3.57,8.59,5.21,19-35,Female,824470,74.58,2.04,2.31,Vaccination,29853,Yes,52.92,5.22,76004,0.67,30.79
Nigeria,2007,Cholera,Genetic,18.8,1.67,1.19,36-60,Male,166219,52.82,4.08,7.68,Medication,26537,No,67.03,6.46,25059,0.52,74.75
India,2003,HIV/AIDS,Metabolic,9.44,2.64,8.81,0-18,Female,320309,53.91,0.64,0.91,Vaccination,7012,Yes,58.76,6.57,26964,0.54,67.07
Australia,2017,Hepatitis,Genetic,8.93,4.0,6.01,19-35,Female,669687,81.29,4.26,1.05,Vaccination,44655,Yes,56.62,2.83,32358,0.78,86.79
Russia,2007,Hepatitis,Viral,7.12,10.79,7.01,0-18,Other,445728,72.82,1.61,9.12,Vaccination,45990,Yes,84.88,2.57,95508,0.71,23.64
India,2005,Ebola,Respiratory,4.66,6.66,3.51,19-35,Other,514016,52.04,4.75,2.63,Medication,3784,Yes,72.5,0.29,54132,0.41,63.29
France,2015,Diabetes,Parasitic,4.32,0.25,2.13,61+,Female,848200,59.6,1.2,7.11,Surgery,9885,Yes,83.98,5.18,14582,0.4,81.09
Russia,2001,Diabetes,Genetic,14.93,0.34,4.05,36-60,Male,982820,66.13,1.4,9.24,Vaccination,21802,Yes,75.87,8.93,38536,0.42,69.98
Nigeria,2017,Rabies,Respiratory,1.95,5.67,9.57,19-35,Male,31664,60.96,2.11,8.68,Medication,45195,No,58.65,4.44,57024,0.63,23.96
Canada,2020,Zika,Chronic,15.52,2.35,1.31,61+,Male,608120,95.21,1.63,7.01,Vaccination,34334,Yes,64.45,5.23,71193,0.8,44.93
Russia,2008,Zika,Autoimmune,5.28,14.04,8.15,19-35,Other,954217,52.16,4.65,5.62,Therapy,10690,Yes,98.6,3.82,37102,0.51,24.82
Russia,2003,Influenza,Genetic,7.39,14.32,7.99,36-60,Male,678714,94.38,1.81,4.04,Medication,3564,Yes,57.57,6.41,2501,0.67,89.73
Turkey,2024,Tuberculosis,Parasitic,15.77,5.02,0.81,61+,Other,581877,67.28,4.16,4.92,Surgery,23699,No,60.33,4.38,33206,0.7,33.76
Russia,2010,Malaria,Genetic,19.97,9.84,6.7,61+,Female,259064,94.44,3.68,1.73,Medication,24515,Yes,98.94,0.66,20395,0.87,33.22
UK,2006,Cholera,Neurological,8.16,7.13,5.15,36-60,Male,61678,69.88,3.05,0.59,Medication,8162,Yes,76.56,8.38,83493,0.5,69.67
South Korea,2024,Parkinson's Disease,Autoimmune,2.53,2.47,7.63,0-18,Female,996441,81.1,1.2,8.02,Therapy,13645,No,81.27,4.46,81879,0.61,70.34
Nigeria,2002,Rabies,Cardiovascular,4.58,3.28,4.69,36-60,Other,680852,78.95,1.65,8.8,Therapy,49829,Yes,94.23,5.67,21503,0.76,38.28
Germany,2022,Asthma,Respiratory,2.85,10.87,7.94,19-35,Male,484741,78.04,3.31,8.83,Surgery,11555,Yes,71.63,8.0,93776,0.4,20.45
USA,2004,Influenza,Cardiovascular,3.69,7.48,2.33,19-35,Female,266650,64.49,3.2,5.01,Surgery,15635,Yes,78.85,9.62,19046,0.56,62.14
Saudi Arabia,2011,Hepatitis,Bacterial,13.77,10.53,3.28,36-60,Female,158199,72.5,0.57,9.74,Vaccination,29131,Yes,97.57,6.74,96020,0.65,70.43
Brazil,2001,Asthma,Respiratory,7.09,11.7,8.65,19-35,Other,604708,50.66,4.71,8.67,Therapy,8812,Yes,76.23,9.12,22529,0.53,79.35
Mexico,2023,Influenza,Metabolic,12.71,2.29,2.09,36-60,Other,679091,94.17,1.54,1.96,Medication,20118,Yes,67.14,0.33,92737,0.82,80.2
Brazil,2004,Diabetes,Chronic,7.05,11.73,6.43,0-18,Other,245047,59.16,1.42,5.68,Surgery,20187,Yes,94.84,2.52,77200,0.85,83.0
Canada,2006,Tuberculosis,Neurological,11.65,7.13,9.35,61+,Other,429601,92.41,4.78,5.34,Vaccination,32314,Yes,79.01,2.7,28500,0.83,26.9
South Africa,2001,Malaria,Viral,6.19,4.46,2.92,61+,Female,56988,90.22,1.9,4.36,Vaccination,28328,No,85.71,6.13,93653,0.74,51.57
India,2024,Cholera,Viral,17.03,6.23,1.84,19-35,Male,849324,52.98,0.69,6.04,Vaccination,46377,Yes,93.27,8.97,46125,0.62,77.57
Argentina,2016,Rabies,Viral,13.71,11.75,0.36,19-35,Male,596850,51.89,3.77,3.19,Surgery,16049,Yes,55.82,3.31,3061,0.78,74.43
Italy,2015,Influenza,Parasitic,4.81,10.28,6.27,36-60,Male,260277,64.63,1.93,7.2,Medication,24954,No,79.79,1.5,70324,0.84,84.7
Saudi Arabia,2007,Leprosy,Cardiovascular,2.18,8.2,4.77,61+,Female,309608,94.13,3.91,6.42,Therapy,16180,Yes,74.98,4.76,43675,0.85,58.27
Brazil,2015,Tuberculosis,Autoimmune,15.94,11.68,6.36,36-60,Other,120959,70.16,4.66,4.34,Therapy,32058,Yes,67.95,1.01,31226,0.67,50.1
South Korea,2014,Hypertension,Metabolic,3.69,0.84,9.71,61+,Male,403877,96.24,2.02,5.01,Therapy,38323,Yes,73.97,1.81,49796,0.45,69.38
Russia,2020,Alzheimer's Disease,Bacterial,19.07,14.29,2.79,19-35,Other,863363,65.7,3.65,5.19,Medication,31673,Yes,91.1,0.19,1361,0.82,42.19
Russia,2009,Dengue,Infectious,13.09,13.59,0.64,19-35,Female,543460,92.14,4.03,5.36,Therapy,29861,No,62.85,7.02,84251,0.51,74.49
Mexico,2023,Dengue,Parasitic,17.12,2.04,1.85,19-35,Female,23520,92.84,4.59,5.4,Therapy,13988,No,90.47,3.93,45342,0.57,85.54
China,2016,Diabetes,Respiratory,4.27,6.38,8.04,36-60,Female,6055,60.22,2.31,7.44,Therapy,20048,No,77.47,9.88,54553,0.6,45.07
Argentina,2015,Hypertension,Cardiovascular,6.57,8.96,0.86,0-18,Female,841683,71.12,4.7,3.16,Vaccination,17509,Yes,93.95,2.8,88032,0.81,27.3
Australia,2018,Influenza,Genetic,10.66,11.34,3.82,0-18,Other,214491,91.99,4.59,2.08,Therapy,33841,No,90.18,9.92,20869,0.83,82.85
Italy,2022,Parkinson's Disease,Viral,13.28,6.14,8.95,0-18,Other,295592,80.82,4.36,7.86,Therapy,9457,Yes,80.86,4.29,32462,0.61,85.91
Nigeria,2012,Dengue,Cardiovascular,6.21,2.5,4.62,61+,Other,835082,85.95,3.06,6.12,Therapy,4779,No,56.12,4.79,2050,0.73,48.26
India,2013,Parkinson's Disease,Cardiovascular,15.01,1.62,9.31,61+,Other,112413,65.19,0.91,6.67,Medication,19527,Yes,69.0,0.31,1652,0.88,48.06
Italy,2015,Cholera,Chronic,8.99,6.22,3.61,19-35,Male,625856,73.25,2.09,1.93,Therapy,29242,Yes,85.85,3.69,5408,0.53,67.26
Japan,2004,Rabies,Respiratory,12.58,13.47,1.57,36-60,Female,672230,74.55,0.82,5.81,Vaccination,45130,Yes,62.41,2.93,58341,0.49,55.4
Germany,2015,Malaria,Cardiovascular,18.11,10.94,3.28,36-60,Female,991423,98.37,1.61,8.66,Vaccination,20275,No,78.86,7.36,8432,0.56,33.41
Canada,2002,Asthma,Cardiovascular,13.67,1.61,5.09,0-18,Other,965376,99.99,1.12,5.35,Surgery,29433,Yes,56.63,7.65,57936,0.78,28.84
India,2020,Influenza,Chronic,14.04,11.59,1.29,0-18,Male,228499,84.77,2.75,1.96,Surgery,9193,No,95.79,4.65,33314,0.86,44.12
Mexico,2018,Alzheimer's Disease,Neurological,16.76,4.07,7.33,0-18,Female,375802,57.94,0.6,0.82,Surgery,18278,No,61.43,0.42,72116,0.67,75.1
UK,2018,Cancer,Metabolic,7.01,9.87,3.25,61+,Other,617820,65.46,4.54,9.27,Medication,31963,No,50.27,1.93,59101,0.86,62.2
France,2014,HIV/AIDS,Chronic,18.27,10.15,1.74,19-35,Other,257315,78.31,4.92,4.26,Medication,3130,No,53.7,4.99,17354,0.68,69.97
France,2017,Zika,Viral,11.9,0.17,8.52,19-35,Other,207521,70.69,2.38,4.06,Surgery,31376,No,64.85,6.87,32513,0.84,64.05
South Korea,2016,Dengue,Respiratory,4.32,0.48,8.92,61+,Female,736557,63.02,2.31,9.52,Therapy,48064,No,65.64,0.71,40021,0.6,63.38
Japan,2023,Influenza,Infectious,19.96,10.89,1.59,19-35,Male,957592,99.44,3.77,9.89,Therapy,18223,No,65.15,0.64,7279,0.74,39.66
USA,2012,Dengue,Genetic,15.65,7.56,9.26,19-35,Other,657037,86.75,3.98,6.05,Surgery,45366,Yes,75.99,9.56,64086,0.59,76.64
Argentina,2001,Rabies,Cardiovascular,5.94,5.27,9.62,19-35,Male,309989,92.68,0.9,9.14,Medication,13020,Yes,82.01,5.42,27597,0.58,25.85
Argentina,2014,Hypertension,Respiratory,3.11,13.11,5.97,36-60,Other,944427,57.12,4.37,1.9,Medication,42428,No,95.5,7.3,15295,0.62,70.66
France,2019,Hypertension,Bacterial,14.52,7.73,9.81,61+,Male,224051,97.06,4.11,9.86,Therapy,19375,No,53.37,2.49,42329,0.83,69.36
Indonesia,2014,Hepatitis,Metabolic,16.6,2.26,9.14,19-35,Other,81096,56.79,1.58,3.45,Vaccination,48628,No,92.33,6.0,39773,0.63,78.52
South Africa,2024,COVID-19,Neurological,15.6,12.37,2.18,61+,Other,643318,56.05,4.95,0.71,Surgery,7420,Yes,81.09,7.97,50074,0.66,66.7
Saudi Arabia,2004,Ebola,Genetic,1.72,8.12,6.14,36-60,Female,640483,60.26,2.68,4.87,Medication,32052,Yes,69.35,6.3,99855,0.47,75.89
Canada,2002,Tuberculosis,Respiratory,15.77,8.76,2.07,0-18,Female,237592,68.83,3.46,7.31,Vaccination,41722,No,50.01,9.75,27429,0.75,42.4
UK,2020,Diabetes,Chronic,5.35,3.99,0.84,36-60,Other,373015,78.21,1.38,9.8,Therapy,3353,Yes,67.06,6.4,58700,0.55,23.61
Turkey,2017,Asthma,Metabolic,10.47,11.98,3.78,36-60,Other,177026,53.77,2.4,6.91,Surgery,12920,Yes,85.39,9.51,91325,0.75,64.48
Germany,2020,Dengue,Genetic,2.01,8.97,6.17,19-35,Other,221606,84.5,3.59,0.88,Therapy,24382,No,77.57,9.83,48787,0.45,88.74
South Africa,2018,Ebola,Neurological,14.13,12.88,7.46,61+,Other,478330,64.27,2.06,4.64,Vaccination,8951,Yes,68.62,3.01,18539,0.51,77.76
Italy,2019,Asthma,Autoimmune,12.94,2.49,8.52,19-35,Male,750016,57.26,2.0,0.86,Vaccination,11594,No,72.66,8.61,38044,0.49,27.6
Japan,2019,Polio,Infectious,1.41,10.57,2.95,19-35,Male,749798,54.86,2.37,5.96,Surgery,10351,Yes,58.52,9.15,92850,0.57,78.92
Russia,2002,Ebola,Genetic,7.67,10.16,2.67,36-60,Male,918361,80.72,2.27,3.77,Surgery,5404,Yes,82.66,1.8,64280,0.81,54.32
Mexico,2003,Polio,Respiratory,17.62,0.29,1.01,19-35,Other,785978,93.87,1.52,1.85,Therapy,39509,No,94.62,6.98,63886,0.71,23.46
South Africa,2001,Measles,Neurological,3.23,13.75,3.49,61+,Female,948940,75.22,1.19,7.61,Therapy,31684,No,83.94,5.08,37684,0.67,86.63
Brazil,2017,Rabies,Cardiovascular,15.53,2.06,7.59,61+,Male,45946,82.81,2.51,2.31,Therapy,22815,Yes,79.28,8.43,11182,0.81,37.95
Nigeria,2015,Hepatitis,Parasitic,5.23,5.06,4.24,19-35,Male,829228,52.52,0.51,0.96,Surgery,44141,Yes,95.1,2.7,40988,0.88,74.8
Brazil,2009,Measles,Infectious,7.16,9.26,1.2,36-60,Female,741834,54.52,5.0,6.94,Surgery,15048,No,78.81,6.2,91684,0.86,37.57
Australia,2010,Alzheimer's Disease,Autoimmune,1.68,10.17,2.28,0-18,Male,824723,93.65,1.93,1.29,Medication,40600,Yes,76.69,0.32,14854,0.49,60.82
South Korea,2020,Leprosy,Respiratory,1.94,4.52,2.67,19-35,Other,988084,51.8,0.69,6.7,Vaccination,7691,No,60.79,8.79,40103,0.56,75.99
UK,2001,Leprosy,Cardiovascular,16.56,1.92,4.45,0-18,Female,755634,63.39,1.8,5.69,Medication,33786,Yes,83.88,3.28,74273,0.67,35.43
Mexico,2023,Influenza,Parasitic,18.04,7.68,6.37,36-60,Other,549727,98.55,4.05,5.65,Therapy,3968,No,84.5,0.09,9546,0.89,24.5
Brazil,2018,Parkinson's Disease,Infectious,16.2,1.36,8.71,0-18,Male,709588,68.36,2.28,4.05,Surgery,46598,No,54.73,2.05,41241,0.75,62.85
Brazil,2002,Hypertension,Metabolic,10.6,11.46,1.83,0-18,Other,255162,87.35,2.96,2.75,Therapy,18392,No,85.06,5.98,89403,0.84,26.31
South Korea,2024,Cholera,Autoimmune,17.07,2.65,6.7,61+,Female,847557,70.48,2.17,8.87,Vaccination,889,No,82.55,2.9,30547,0.54,71.96
Nigeria,2017,Diabetes,Chronic,7.85,8.02,4.98,36-60,Male,831746,94.19,0.85,3.88,Vaccination,47485,Yes,65.99,7.96,81327,0.82,82.99
Australia,2023,Zika,Genetic,7.43,13.74,0.4,19-35,Male,353275,66.79,2.18,2.37,Medication,6848,No,64.24,2.74,92199,0.81,69.94
Japan,2012,Asthma,Cardiovascular,4.6,10.43,2.51,36-60,Female,388233,62.82,3.32,4.39,Vaccination,12243,Yes,67.46,1.55,56053,0.55,29.96
Australia,2016,Malaria,Metabolic,4.21,4.35,6.94,19-35,Male,786587,83.0,2.98,8.54,Medication,42199,No,53.52,1.1,73233,0.67,60.81
Australia,2017,Dengue,Respiratory,17.8,6.88,8.84,19-35,Other,898416,52.97,4.59,2.01,Surgery,19647,Yes,56.83,7.82,60668,0.74,76.8
Australia,2019,Measles,Cardiovascular,7.31,10.95,3.67,61+,Other,558026,99.62,2.8,9.95,Therapy,23823,No,91.56,8.94,40449,0.59,89.08
South Korea,2021,Measles,Neurological,3.29,13.23,7.36,0-18,Female,324170,50.31,3.95,5.93,Surgery,37269,Yes,53.52,8.05,69606,0.71,52.5
UK,2010,COVID-19,Bacterial,19.07,5.38,7.97,61+,Other,236238,58.32,1.68,8.12,Medication,24742,Yes,87.96,3.04,75964,0.62,49.07
UK,2015,COVID-19,Viral,1.69,1.85,2.68,36-60,Other,671869,83.28,1.25,3.99,Medication,3809,Yes,51.68,8.49,20661,0.74,67.16
Canada,2024,Cancer,Cardiovascular,13.95,2.26,2.36,19-35,Female,263594,68.48,3.83,7.97,Vaccination,19685,Yes,92.13,3.48,41409,0.57,65.35
Turkey,2017,Zika,Parasitic,3.29,11.9,8.36,19-35,Male,585120,71.1,1.23,9.28,Medication,31321,Yes,84.28,2.8,2416,0.58,65.39
Argentina,2017,COVID-19,Metabolic,11.18,9.23,0.76,36-60,Female,912683,74.61,2.18,9.03,Surgery,9076,Yes,52.44,8.65,6814,0.45,76.62
Australia,2003,HIV/AIDS,Metabolic,3.41,3.83,3.91,61+,Female,788313,82.0,4.38,2.96,Therapy,38571,No,53.69,9.19,96562,0.41,49.06
France,2019,Measles,Autoimmune,5.32,0.96,7.87,0-18,Female,232254,76.75,2.05,6.93,Therapy,47742,Yes,98.57,2.57,1681,0.61,26.41
Turkey,2010,Dengue,Autoimmune,3.15,13.59,1.6,0-18,Other,144268,98.07,1.24,6.0,Therapy,37934,No,66.69,6.35,85537,0.81,69.04
UK,2002,Alzheimer's Disease,Viral,12.76,4.73,4.07,36-60,Female,343118,90.12,3.14,6.49,Vaccination,37266,No,75.36,9.41,59768,0.67,41.99
Russia,2001,Diabetes,Respiratory,7.33,0.79,8.92,0-18,Male,740511,84.58,1.96,6.55,Therapy,48309,Yes,89.87,5.26,99348,0.44,43.8
USA,2022,Rabies,Viral,6.31,4.82,6.15,19-35,Other,982203,63.76,4.29,4.1,Surgery,30188,Yes,51.76,7.73,79446,0.85,29.25
Italy,2000,Tuberculosis,Genetic,3.92,9.23,5.84,0-18,Male,762939,97.46,0.93,3.08,Medication,10399,No,74.71,5.29,71077,0.73,87.73
Saudi Arabia,2023,Zika,Metabolic,18.31,10.32,4.97,36-60,Other,611764,95.31,2.02,7.64,Vaccination,25989,Yes,69.78,8.73,35694,0.61,82.01
India,2009,Polio,Metabolic,10.58,1.28,8.3,19-35,Male,162797,84.85,3.48,2.64,Medication,11859,No,53.36,2.78,48885,0.75,46.51
USA,2018,Rabies,Neurological,15.47,8.87,1.69,61+,Male,305840,85.7,1.27,4.45,Surgery,46545,No,61.36,7.97,62936,0.69,75.76
South Korea,2005,Leprosy,Bacterial,1.53,2.31,8.48,36-60,Male,776115,93.25,4.35,1.66,Vaccination,6600,Yes,96.39,6.73,50077,0.76,39.35
Australia,2005,Parkinson's Disease,Viral,3.88,11.2,7.54,36-60,Other,791674,55.9,4.63,2.35,Medication,1837,No,62.43,1.93,35406,0.68,69.35
Mexico,2003,Malaria,Respiratory,1.8,8.64,2.32,19-35,Other,641442,85.35,4.58,6.78,Medication,18370,No,87.95,6.63,875,0.82,44.15
Brazil,2001,Asthma,Metabolic,8.95,1.54,8.52,36-60,Male,47635,91.98,3.61,6.82,Vaccination,10950,Yes,90.3,4.27,57561,0.73,23.6
South Africa,2003,Leprosy,Genetic,11.81,6.83,9.08,61+,Female,662933,79.48,2.28,4.97,Therapy,9620,Yes,73.93,6.17,48137,0.61,35.6
Turkey,2008,Rabies,Respiratory,1.92,12.08,5.68,61+,Female,2279,52.78,3.42,6.23,Therapy,34307,No,79.04,6.95,91922,0.7,40.98
Japan,2021,COVID-19,Bacterial,16.11,0.64,9.59,19-35,Male,129454,98.51,2.37,8.69,Therapy,3621,Yes,64.04,6.34,77701,0.86,80.38
Turkey,2021,Leprosy,Parasitic,5.69,4.33,0.85,19-35,Other,357992,73.8,3.61,9.75,Vaccination,13449,Yes,63.37,5.66,48833,0.43,26.67
India,2016,Parkinson's Disease,Parasitic,3.53,11.64,6.39,36-60,Other,386335,90.72,0.99,3.05,Vaccination,4385,No,79.88,4.12,28698,0.66,73.37
Nigeria,2000,Asthma,Viral,1.06,13.15,4.81,19-35,Female,822457,76.86,1.86,7.1,Surgery,31395,Yes,68.94,8.78,84868,0.69,31.79
Australia,2007,Influenza,Metabolic,5.12,8.44,0.22,19-35,Other,754379,51.88,1.53,1.9,Therapy,28462,No,91.04,2.13,89835,0.86,50.95
Turkey,2007,Zika,Chronic,19.31,5.22,9.32,36-60,Other,72147,98.17,1.52,5.96,Surgery,24741,Yes,66.78,8.79,80798,0.47,76.57
USA,2018,HIV/AIDS,Bacterial,14.85,13.66,5.67,61+,Other,591504,98.87,1.71,8.77,Surgery,2565,No,58.58,4.98,74242,0.76,43.59
South Korea,2016,COVID-19,Metabolic,6.06,11.49,6.71,61+,Female,444572,51.09,0.68,1.18,Therapy,23699,No,96.77,2.02,45578,0.53,75.36
USA,2010,Hepatitis,Autoimmune,19.71,4.12,3.32,36-60,Female,638742,91.48,3.1,6.5,Surgery,16735,Yes,58.88,7.73,72502,0.64,89.02
Saudi Arabia,2023,COVID-19,Autoimmune,5.7,13.31,8.61,0-18,Male,521942,79.9,1.81,2.64,Vaccination,30444,No,68.07,3.75,48066,0.6,65.14
India,2000,Diabetes,Chronic,8.28,1.4,2.7,0-18,Male,645504,91.69,3.34,7.13,Surgery,38179,Yes,61.95,9.08,33644,0.74,26.46
South Korea,2022,COVID-19,Viral,3.98,7.35,2.06,19-35,Male,982990,54.99,4.71,1.08,Surgery,18964,No,73.11,7.29,54303,0.73,81.92
UK,2001,Asthma,Cardiovascular,9.36,14.96,8.72,36-60,Male,566680,73.48,4.1,6.16,Vaccination,26685,No,71.65,9.74,48269,0.44,42.04
Brazil,2020,Cancer,Parasitic,12.87,5.83,8.97,61+,Female,178869,58.56,3.03,3.7,Therapy,27499,No,60.02,3.29,29959,0.59,61.03
Germany,2020,Measles,Chronic,15.99,14.15,8.87,19-35,Other,169441,79.33,4.76,8.59,Surgery,15623,Yes,87.62,3.77,72087,0.45,85.55
Brazil,2022,Dengue,Chronic,19.25,2.69,9.7,61+,Female,939763,89.71,0.68,4.96,Medication,1976,No,85.27,3.48,48997,0.44,54.9
France,2022,Dengue,Genetic,2.9,6.17,0.69,61+,Other,482551,65.68,3.37,7.23,Medication,31414,No,79.9,1.41,16074,0.83,47.44
Russia,2015,Tuberculosis,Viral,9.39,13.98,2.78,0-18,Other,654181,93.96,4.85,8.32,Medication,12328,No,86.33,4.71,12618,0.55,46.82
China,2018,Polio,Neurological,2.13,3.45,6.63,36-60,Male,490349,67.08,0.62,6.51,Medication,36768,No,53.26,2.44,98576,0.52,44.01
South Korea,2002,Alzheimer's Disease,Parasitic,3.1,2.93,6.32,36-60,Male,37775,61.69,2.11,1.76,Therapy,1204,Yes,63.41,1.36,74418,0.68,71.47
France,2010,Malaria,Metabolic,9.89,14.91,8.7,19-35,Other,777987,63.28,2.42,5.97,Surgery,37352,No,88.06,7.3,54172,0.57,79.57
Argentina,2014,Measles,Metabolic,14.16,1.78,8.7,19-35,Female,821430,98.89,3.88,4.13,Vaccination,47632,No,93.43,6.19,2489,0.46,73.33
Turkey,2014,Tuberculosis,Viral,13.29,14.51,1.16,19-35,Female,710450,56.1,1.96,0.67,Therapy,31981,Yes,64.27,5.15,60514,0.64,35.85
